s,p,o
http://edg.topbraid.solutions/model/EnumerationClass,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/ns/prov#Entity
http://edg.topbraid.solutions/model/EnumerationClass,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/EnumerationClass-permissibleValues
http://edg.topbraid.solutions/model/EnumerationClass,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://edg.topbraid.solutions/model/EnumerationClass,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/EnumerationClass-wasDerivedFrom
http://edg.topbraid.solutions/model/EnumerationClass,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/AccessControlMethod,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/governance
http://edg.topbraid.solutions/model/AccessControlMethod,http://edg.topbraid.solutions/model/acronym,ACM
http://edg.topbraid.solutions/model/AccessControlMethod,http://datashapes.org/graphql#name,AccessControlMethod
http://edg.topbraid.solutions/model/AccessControlMethod,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/AccessControlMethod,http://www.w3.org/2000/01/rdf-schema#comment,<em><strong>Please indicate any updates/modifications to the enumerated values in this comments field.</strong></em>
http://edg.topbraid.solutions/model/AccessControlMethod,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/EDGenumeratedValue
http://edg.topbraid.solutions/model/AccessControlMethod,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/EDGenumerationClass
http://edg.topbraid.solutions/model/AccessControlMethod,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/AccessControlMethod,http://www.w3.org/2000/01/rdf-schema#label,Access Control Method
http://www.w3.org/2002/07/owl#FunctionalProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://www.w3.org/2002/07/owl#FunctionalProperty,http://www.w3.org/2000/01/rdf-schema#comment,The class of functional properties.
http://www.w3.org/2002/07/owl#FunctionalProperty,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/2002/07/owl#
http://www.w3.org/2002/07/owl#FunctionalProperty,http://www.w3.org/2000/01/rdf-schema#label,FunctionalProperty
http://www.w3.org/2002/07/owl#FunctionalProperty,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://nwcg.gov/enum/data#FuelTreatmentStatus,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/CustomEnumeratedValue
http://nwcg.gov/enum/data#FuelTreatmentStatus,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/CustomEnumerationClass
http://nwcg.gov/enum/data#FuelTreatmentStatus,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://nwcg.gov/enum/data#FuelTreatmentStatus,http://www.w3.org/2000/01/rdf-schema#label,Fuel Treatment Status
http://www.w3.org/ns/shacl#JSTargetType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://www.w3.org/ns/shacl#JSTargetType,http://www.w3.org/2000/01/rdf-schema#label,JavaScript target type
http://www.w3.org/ns/shacl#JSTargetType,http://www.w3.org/2000/01/rdf-schema#comment,The (meta) class for parameterizable targets that are based on JavaScript functions.
http://www.w3.org/ns/shacl#JSTargetType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/ns/shacl#TargetType
http://www.w3.org/ns/shacl#JSTargetType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/ns/shacl#JSExecutable
http://www.w3.org/ns/shacl#JSTargetType,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/ns/shacl#
http://edg.topbraid.solutions/model/AccessRightRestriction,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/governance
http://edg.topbraid.solutions/model/AccessRightRestriction,http://edg.topbraid.solutions/model/acronym,ARR
http://edg.topbraid.solutions/model/AccessRightRestriction,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/AccessRightRestriction,http://www.w3.org/2000/01/rdf-schema#comment,<em><strong>Please indicate any updates/modifications to the enumerated values in this comments field.</strong></em>
http://edg.topbraid.solutions/model/AccessRightRestriction,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/EDGenumeratedValue
http://edg.topbraid.solutions/model/AccessRightRestriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/EDGenumerationClass
http://edg.topbraid.solutions/model/AccessRightRestriction,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/AccessRightRestriction,http://www.w3.org/2000/01/rdf-schema#label,Access Right Restriction
_:b15,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://qudt.org/schema/qudt/UnsignedType
_:b15,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
_:b27,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://qudt.org/schema/qudt/RealDatatype
_:b27,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,_:b28
http://edg.topbraid.solutions/model/CustomEnumerationClass,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://edg.topbraid.solutions/model/CustomEnumerationClass,http://www.w3.org/2000/01/rdf-schema#label,Custom Enumeration Class
http://edg.topbraid.solutions/model/CustomEnumerationClass,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/Provenance
http://edg.topbraid.solutions/model/CustomEnumerationClass,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/EnumerationClass
http://edg.topbraid.solutions/model/CustomEnumerationClass,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/base
http://edg.topbraid.solutions/model/CustomEnumerationClass,http://edg.topbraid.solutions/model/acronym,ENUM
http://edg.topbraid.solutions/model/CustomEnumerationClass,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/enumerations
http://edg.topbraid.solutions/model/CustomEnumerationClass,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/CustomEnumerationClass,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/CustomEnumerationClass-enumeratedValues
http://edg.topbraid.solutions/model/CustomEnumerationClass,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/EnumerationViewpoint
http://edg.topbraid.solutions/model/CustomEnumerationClass,http://www.w3.org/2000/01/rdf-schema#comment,"An ""Enumeration"" is a controlled set of values that defines permissible values of a data attribute. Enumerations are also referred to as codelists and picklists.  Used in TopBraid EDG models to define enumerations by a customer."
http://qudt.org/schema/qudt/StringEncodingType,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://qudt.org/2.0/schema/datatype
http://qudt.org/schema/qudt/StringEncodingType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://qudt.org/schema/qudt/StringEncodingType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://qudt.org/schema/qudt/StringEncodingType,http://purl.org/dc/terms/description,"A ""Encoding"" with the following instance(s): ""UTF-16 String"", ""UTF-8 Encoding""."
http://qudt.org/schema/qudt/StringEncodingType,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://qudt.org/2.1/schema/qudt
http://qudt.org/schema/qudt/StringEncodingType,http://www.w3.org/2000/01/rdf-schema#label,String Encoding Type
http://qudt.org/schema/qudt/StringEncodingType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://qudt.org/schema/qudt/Encoding
http://qudt.org/schema/qudt/NumericType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/AssetClass
http://qudt.org/schema/qudt/NumericType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://qudt.org/schema/qudt/ScalarDatatype
http://qudt.org/schema/qudt/NumericType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://qudt.org/schema/qudt/NumericType,http://datashapes.org/dash#abstract,true
http://qudt.org/schema/qudt/NumericType,http://www.w3.org/ns/shacl#property,http://qudt.org/schema/qudt/NumericType-accuracy
http://qudt.org/schema/qudt/NumericType,http://www.w3.org/2000/01/rdf-schema#label,Numeric Type
http://qudt.org/schema/qudt/NumericType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://qudt.org/schema/qudt/DatatypeShape
http://qudt.org/schema/qudt/NumericType,http://purl.org/dc/terms/description,Numeric data types are data types whose values denote quantities as defined by a mathematical number system.
